step,epoch,avg_train_loss,avg_val_loss,val_dice_score
325,1,0.2377558579811683,0.22759256818715265,0.7903919824782539
650,2,0.22325035572052002,0.2245447328862022,0.7962839138858459
975,3,0.21469910717927493,0.22041675492244608,0.8136662297389087
1300,4,0.21389990641520573,0.21709583655876272,0.8056979004074546
1625,5,0.21629711848038893,0.21712493151426315,0.812898799777031
1950,6,0.20991564301344065,0.21558416043134296,0.8128108268274981
2275,7,0.2063682254919639,0.21567853912711143,0.8151872534962261
2600,8,0.20265776923069587,0.20660819529610522,0.8233256147188299
2925,9,0.2010491459644758,0.21679978379431894,0.8196626927922753
3250,10,0.20343499119465167,0.21913398889934316,0.8036281352534014
3575,11,0.20879855843690726,0.22156890306402655,0.8099980398136026
3900,12,0.2035043723308123,0.22247660707901507,0.8178103347035015
4225,13,0.2023110272334172,0.21360965401810758,0.8174838230890387
4550,14,0.20033571724708263,0.21092862000360207,0.82514307253501
4875,15,0.19882690397592692,0.20624042894033826,0.8231330198400161
