step,epoch,avg_train_loss,avg_val_loss,val_dice_score
1270,1,0.23641503412188508,0.2051247405060103,0.8350383984646674
2540,2,0.2029446907869474,0.1989084242454754,0.8404953057475636
3810,3,0.19997363431951193,0.1964433807123631,0.8386241934396244
5080,4,0.198994404529258,0.19522461737763838,0.8408178203220297
6350,5,0.19749923364853295,0.1965266148597552,0.8367631123074746
7620,6,0.19671832662750416,0.19382297530825288,0.8395434222098206
8890,7,0.19711937133486815,0.19889849773522233,0.8439459006724762
10160,8,0.19545287542690443,0.1969340307246275,0.8439315533286091
11430,9,0.19347764521133243,0.1943535913895417,0.84494011538495
12700,10,0.19302764597136204,0.19222108238957464,0.8420073291032517
13970,11,0.19269748513154158,0.19036131277955326,0.8421320250993285
15240,12,0.19234474050247763,0.19260243997252735,0.844941856016532
16510,13,0.19183820273697846,0.19240906292991886,0.842599909024045
17780,14,0.19155291837500774,0.1899179400828052,0.8395145625645825
19050,15,0.19050665999960711,0.19219599699952067,0.8424046384892341
